token,label,token_length
in,O,2
a,O,1
flexible,O,8
",",O,1
data,B,4
-,I,1
driven,I,6
fashion,I,7
.,O,1
This,O,4
approach,O,8
to,O,2
choosing,O,8
pitch,B,5
accents,I,7
and,O,3
edge,B,4
tones,I,5
is,O,2
shown,O,5
to,O,2
yield,O,5
prosodic,B,8
structures,I,10
with,O,4
significantly,O,13
higher,O,6
acceptability,O,13
than,O,4
baseline,B,8
prosody,I,7
prediction,I,10
models,I,6
in,O,2
an,O,2
expert,O,6
evaluation,O,10
.,O,1
These,O,5
prosodic,B,8
structures,I,10
are,O,3
then,O,4
shown,O,5
to,O,2
enable,O,6
perceptibly,O,11
more,O,4
natural,B,7
synthesis,I,9
using,O,5
a,O,1
unit,B,4
selection,I,9
voice,I,5
that,O,4
aims,O,4
to,O,2
produce,O,7
the,O,3
target,B,6
tunes,I,5
",",O,1
in,O,2
comparison,O,10
to,O,2
two,O,3
baseline,B,8
synthetic,B,9
voices,I,6
.,O,1
An,O,2
expert,O,6
evaluation,O,10
and,O,3
f0,B,2
analysis,I,8
confirm,O,7
the,O,3
superiority,O,11
of,O,2
the,O,3
generator,B,9
-,I,1
driven,I,6
intonation,I,10
and,O,3
its,O,3
contribution,O,12
to,O,2
listeners,O,9
',O,1
ratings,O,7
.,O,1
This,O,4
article,O,7
presents,O,8
a,O,1
novel,O,5
approach,O,8
for,O,3
readability,B,11
assessment,I,10
through,O,7
sorting,B,7
.,O,1
A,O,1
comparator,B,10
that,O,4
judges,O,6
the,O,3
relative,O,8
readability,B,11
between,O,7
two,O,3
texts,O,5
is,O,2
generated,O,9
through,O,7
machine,B,7
learning,I,8
",",O,1
and,O,3
a,O,1
given,O,5
set,O,3
of,O,2
texts,O,5
is,O,2
sorted,O,6
by,O,2
this,O,4
comparator,B,10
.,O,1
Our,O,3
proposal,O,8
is,O,2
advantageous,O,12
because,O,7
it,O,2
solves,O,6
the,O,3
problem,O,7
of,O,2
a,O,1
lack,O,4
of,O,2
training,B,8
data,I,4
",",O,1
because,O,7
the,O,3
construction,O,12
of,O,2
the,O,3
comparator,B,10
only,O,4
requires,O,8
training,B,8
data,I,4
annotated,B,9
with,O,4
two,O,3
reading,B,7
levels,I,6
.,O,1
The,O,3
proposed,O,8
method,O,6
is,O,2
compared,O,8
with,O,4
regression,B,10
methods,I,7
and,O,3
a,O,1
state,B,5
-,I,1
of,I,2
-,I,1
the,I,3
art,I,3
classification,B,14
method,I,6
.,O,1
Moreover,O,8
",",O,1
we,O,2
present,O,7
our,O,3
application,O,11
",",O,1
called,O,6
Terrace,O,7
",",O,1
which,O,5
retrieves,O,9
texts,O,5
with,O,4
readability,B,11
similar,O,7
to,O,2
that,O,4
of,O,2
a,O,1
given,O,5
input,O,5
text,O,4
.,O,1
This,O,4
article,O,7
shows,O,5
that,O,4
the,O,3
structure,O,9
of,O,2
bilingual,B,9
material,I,8
from,O,4
standard,B,8
parsing,I,7
and,O,3
alignment,B,9
tools,I,5
is,O,2
not,O,3
optimal,O,7
for,O,3
training,O,8
syntax,B,6
-,I,1
based,I,5
statistical,I,11
machine,I,7
translation,I,11
(,O,1
SMT,B,3
),O,1
systems,I,7
.,O,1
We,O,2
present,O,7
three,O,5
modifications,O,13
to,O,2
the,O,3
MT,B,2
training,I,8
data,I,4
to,O,2
improve,O,7
the,O,3
accuracy,B,8
of,O,2
a,O,1
state,B,5
-,I,1
of,I,2
-,I,1
the,I,3
-,I,1
art,I,3
syntax,B,6
MT,I,2
system,I,6
:,O,1
re,B,2
-,I,1
structuring,I,11
changes,O,7
the,O,3
syntactic,B,9
structure,I,9
of,O,2
training,B,8
parse,B,5
trees,I,5
to,O,2
enable,O,6
reuse,O,5
of,O,2
substructures,B,13
;,O,1
re,B,2
-,I,1
labeling,I,8
alters,O,6
bracket,B,7
labels,I,6
to,O,2
enrich,O,6
rule,B,4
application,I,11
context,I,7
;,O,1
and,O,3
re,B,2
-,I,1
aligning,I,8
unifies,O,7
word,B,4
alignment,I,9
across,O,6
sentences,O,9
to,O,2
remove,O,6
bad,O,3
word,B,4
alignments,I,10
and,O,3
refine,O,6
good,O,4
ones,O,4
.,O,1
Better,O,6
structures,B,10
",",O,1
labels,B,6
",",O,1
and,O,3
word,B,4
alignments,I,10
are,O,3
learned,O,7
by,O,2
the,O,3
EM,B,2
algorithm,I,9
.,O,1
We,O,2
show,O,4
that,O,4
each,O,4
individual,O,10
technique,O,9
leads,O,5
to,O,2
improvement,O,11
as,O,2
measured,O,8
by,O,2
BLEU,B,4
",",O,1
and,O,3
we,O,2
also,O,4
show,O,4
that,O,4
the,O,3
greatest,O,8
improvement,O,11
is,O,2
achieved,O,8
by,O,2
combining,O,9
them,O,4
.,O,1
We,O,2
report,O,6
an,O,2
overall,O,7
1.48,O,4
BLEU,B,4
improvement,I,11
on,O,2
the,O,3
NIST08,B,6
evaluation,I,10
set,I,3
over,O,4
a,O,1
strong,O,6
baseline,B,8
in,O,2
Chinese,O,7
/,O,1
English,O,7
translation,B,11
.,O,1
Word,B,4
alignment,I,9
plays,O,5
an,O,2
important,O,9
role,O,4
in,O,2
many,O,4
NLP,B,3
tasks,I,5
as,O,2
it,O,2
indicates,O,9
the,O,3
correspondence,O,14
between,O,7
words,O,5
in,O,2
a,O,1
parallel,B,8
text,I,4
.,O,1
Although,O,8
widely,O,6
used,O,4
to,O,2
align,B,5
large,O,5
bilingual,B,9
corpora,I,7
",",O,1
generative,B,10
models,I,6
are,O,3
hard,O,4
to,O,2
extend,O,6
to,O,2
incorporate,O,11
arbitrary,O,9
useful,O,6
linguistic,B,10
information,I,11
.,O,1
This,O,4
article,O,7
presents,O,8
a,O,1
discriminative,B,14
framework,I,9
for,O,3
word,B,4
alignment,I,9
based,O,5
on,O,2
a,O,1
linear,B,6
model,I,5
.,O,1
Within,O,6
this,O,4
framework,B,9
",",O,1
all,O,3
knowledge,B,9
sources,I,7
are,O,3
treated,O,7
as,O,2
feature,B,7
functions,I,9
",",O,1
which,O,5
depend,O,6
on,O,2
a,O,1
source,B,6
language,I,8
sentence,I,8
",",O,1
a,O,1
target,B,6
language,I,8
sentence,I,8
",",O,1
and,O,3
the,O,3
alignment,B,9
between,O,7
them,O,4
.,O,1
We,O,2
describe,O,8
a,O,1
number,O,6
of,O,2
features,B,8
that,O,4
could,O,5
produce,O,7
symmetric,B,9
alignments,I,10
.,O,1
Our,O,3
model,O,5
is,O,2
easy,O,4
to,O,2
extend,O,6
and,O,3
can,O,3
be,O,2
optimized,O,9
with,O,4
respect,O,7
to,O,2
evaluation,B,10
metrics,I,7
directly,O,8
.,O,1
The,O,3
model,O,5
achieves,O,8
state,B,5
-,I,1
of,I,2
-,I,1
the,I,3
-,I,1
art,I,3
alignment,B,9
quality,I,7
on,O,2
three,O,5
word,B,4
alignment,I,9
shared,O,6
tasks,O,5
for,O,3
five,O,4
language,B,8
pairs,I,5
with,O,4
varying,O,7
divergence,O,10
and,O,3
richness,O,8
of,O,2
resources,O,9
.,O,1
We,O,2
further,O,7
show,O,4
that,O,4
our,O,3
approach,O,8
improves,O,8
translation,B,11
performance,I,11
for,O,3
various,O,7
statistical,B,11
machine,I,7
translation,I,11
systems,I,7
.,O,1
Evaluation,B,10
and,O,3
error,O,5
analysis,O,8
of,O,2
machine,B,7
translation,I,11
output,O,6
are,O,3
important,O,9
but,O,3
difficult,O,9
tasks,O,5
.,O,1
In,O,2
this,O,4
article,O,7
",",O,1
we,O,2
propose,O,7
a,O,1
framework,O,9
for,O,3
automatic,B,9
error,I,5
analysis,I,8
and,O,3
classification,B,14
based,O,5
on,O,2
the,O,3
identification,O,14
of,O,2
actual,O,6
erroneous,O,9
words,O,5
using,O,5
the,O,3
algorithms,O,10
for,O,3
computation,O,11
of,O,2
Word,B,4
Error,I,5
Rate,I,4
(,O,1
WER,B,3
),O,1
and,O,3
Position,B,8
-,I,1
independent,I,11
word,B,4
Error,I,5
Rate,I,4
(,O,1
PER,B,3
),O,1
",",O,1
which,O,5
is,O,2
just,O,4
a,O,1
very,O,4
first,O,5
step,O,4
towards,O,7
development,O,11
of,O,2
automatic,B,9
evaluation,I,10
measures,O,8
that,O,4
provide,O,7
more,O,4
specific,O,8
information,O,11
of,O,2
certain,O,7
translation,O,11
problems,O,8
.,O,1
The,O,3
proposed,O,8
approach,O,8
enables,O,7
the,O,3
use,O,3
of,O,2
various,O,7
types,O,5
of,O,2
linguistic,O,10
knowledge,O,9
in,O,2
order,O,5
to,O,2
classify,O,8
translation,O,11
errors,O,6
in,O,2
many,O,4
different,O,9
ways,O,4
.,O,1
This,O,4
work,O,4
focuses,O,7
on,O,2
one,O,3
possible,O,8
set,O,3
-,O,1
up,O,2
",",O,1
namely,O,6
",",O,1
on,O,2
five,O,4
error,O,5
categories,O,10
:,O,1
inflectional,B,12
errors,I,6
",",O,1
errors,O,6
due,O,3
to,O,2
wrong,O,5
word,O,4
order,O,5
",",O,1
missing,O,7
words,O,5
",",O,1
extra,O,5
words,O,5
",",O,1
and,O,3
incorrect,O,9
lexical,B,7
choices,I,7
.,O,1
For,O,3
each,O,4
of,O,2
the,O,3
categories,O,10
",",O,1
we,O,2
analyze,O,7
the,O,3
contribution,O,12
of,O,2
various,O,7
POS,B,3
classes,O,7
.,O,1
We,O,2
compared,O,8
the,O,3
results,O,7
of,O,2
automatic,O,9
error,O,5
analysis,O,8
with,O,4
the,O,3
results,O,7
of,O,2
human,O,5
error,O,5
analysis,O,8
in,O,2
order,O,5
to,O,2
investigate,O,11
two,O,3
possible,O,8
applications,O,12
:,O,1
estimating,O,10
the,O,3
contribution,O,12
of,O,2
each,O,4
error,O,5
type,O,4
in,O,2
a,O,1
given,O,5
translation,O,11
output,O,6
in,O,2
order,O,5
to,O,2
identify,O,8
the,O,3
main,O,4
sources,O,7
of,O,2
errors,O,6
for,O,3
a,O,1
given,O,5
translation,B,11
system,I,6
",",O,1
and,O,3
comparing,O,9
different,O,9
translation,O,11
outputs,O,7
using,O,5
the,O,3
introduced,O,10
error,O,5
categories,O,10
in,O,2
order,O,5
to,O,2
obtain,O,6
more,O,4
information,O,11
about,O,5
advantages,O,10
and,O,3
disadvantages,O,13
of,O,2
different,O,9
systems,O,7
and,O,3
possibilites,O,12
for,O,3
improvements,O,12
",",O,1
as,O,2
well,O,4
as,O,2
about,O,5
advantages,O,10
and,O,3
disadvantages,O,13
of,O,2
applied,O,7
methods,O,7
for,O,3
improvements,O,12
.,O,1
We,O,2
used,O,4
Arabic,O,6
â,O,3
English,O,7
Newswire,O,8
and,O,3
Broadcast,O,9
News,O,4
and,O,3
Chinese,O,7
â,O,3
English,O,7
Newswire,O,8
outputs,O,7
created,O,7
in,O,2
the,O,3
framework,O,9
of,O,2
the,O,3
GALE,B,4
project,O,7
",",O,1
several,O,7
Spanish,O,7
and,O,3
English,O,7
European,O,8
Parliament,O,10
outputs,O,7
generated,O,9
during,O,6
the,O,3
TC,B,2
-,I,1
Star,I,4
project,O,7
",",O,1
and,O,3
three,O,5
German,O,6
â,O,3
English,O,7
outputs,O,7
generated,O,9
in,O,2
the,O,3
framework,O,9
of,O,2
the,O,3
fourth,O,6
Machine,B,7
Translation,I,11
Workshop,I,8
.,O,1
We,O,2
show,O,4
that,O,4
our,O,3
results,O,7
correlate,O,9
very,O,4
well,O,4
with,O,4
the,O,3
results,O,7
of,O,2
a,O,1
human,B,5
error,I,5
analysis,I,8
",",O,1
and,O,3
that,O,4
all,O,3
our,O,3
metrics,O,7
except,O,6
the,O,3
extra,O,5
words,O,5
reflect,O,7
well,O,4
the,O,3
differences,O,11
between,O,7
different,O,9
versions,O,8
of,O,2
the,O,3
same,O,4
translation,B,11
system,I,6
as,O,2
well,O,4
as,O,2
the,O,3
differences,O,11
between,O,7
different,O,9
translation,B,11
systems,I,7
.,O,1
The,O,3
Levenshtein,B,11
distance,I,8
is,O,2
a,O,1
simple,O,6
distance,B,8
metric,I,6
derived,O,7
from,O,4
the,O,3
number,O,6
of,O,2
edit,B,4
operations,I,10
needed,O,6
to,O,2
transform,O,9
one,O,3
string,B,6
into,O,4
another,O,7
.,O,1
This,O,4
metric,O,6
has,O,3
received,O,8
recent,O,6
attention,O,9
as,O,2
a,O,1
means,O,5
of,O,2
automatically,O,13
classifying,O,11
languages,O,9
into,O,4
genealogical,B,12
subgroups,I,9
.,O,1
In,O,2
this,O,4
article,O,7
I,O,1
test,O,4
the,O,3
performance,O,11
of,O,2
the,O,3
Levenshtein,B,11
distance,I,8
for,O,3
classifying,B,11
languages,I,9
by,O,2
subsampling,B,11
three,O,5
language,O,8
subsets,O,7
from,O,4
a,O,1
large,O,5
database,O,8
of,O,2
Austronesian,O,12
languages,O,9
.,O,1
Comparing,O,9
the,O,3
classification,O,14
proposed,O,8
by,O,2
the,O,3
Levenshtein,B,11
distance,I,8
to,O,2
that,O,4
of,O,2
the,O,3
comparative,B,11
method,I,6
shows,O,5
that,O,4
the,O,3
Levenshtein,B,11
classification,I,14
is,O,2
correct,O,7
only,O,4
40,O,2
%,O,1
of,O,2
time,O,4
.,O,1
Standardizing,O,13
the,O,3
orthography,B,11
increases,O,9
the,O,3
performance,O,11
",",O,1
but,O,3
only,O,4
to,O,2
a,O,1
maximum,O,7
of,O,2
65,O,2
%,O,1
accuracy,O,8
within,O,6
language,O,8
subgroups,O,9
.,O,1
The,O,3
accuracy,O,8
of,O,2
the,O,3
Levenshtein,B,11
classification,I,14
decreases,O,9
rapidly,O,7
with,O,4
phylogenetic,B,12
distance,I,8
",",O,1
failing,O,7
to,O,2
discriminate,O,12
homology,B,8
and,O,3
chance,O,6
similarity,O,10
across,O,6
distantly,O,9
related,O,7
languages,O,9
.,O,1
This,O,4
poor,O,4
performance,O,11
suggests,O,8
the,O,3
need,O,4
for,O,3
more,O,4
linguistically,O,14
nuanced,O,7
methods,O,7
for,O,3
automated,B,9
language,I,8
classification,I,14
tasks,O,5
.,O,1
Recent,O,6
discussions,O,11
of,O,2
annotator,B,9
agreement,O,9
have,O,4
mostly,O,6
centered,O,8
around,O,6
its,O,3
calculation,O,11
and,O,3
interpretation,O,14
",",O,1
and,O,3
the,O,3
correct,O,7
choice,O,6
of,O,2
indices,B,7
.,O,1
Although,O,8
these,O,5
discussions,O,11
are,O,3
important,O,9
",",O,1
they,O,4
only,O,4
consider,O,8
the,O,3
â,O,3
back,O,4
-,O,1
end,O,3
â,O,3
of,O,2
the,O,3
story,O,5
",",O,1
namely,O,6
",",O,1
what,O,4
to,O,2
do,O,2
once,O,4
the,O,3
data,O,4
are,O,3
collected,O,9
.,O,1
Just,O,4
as,O,2
important,O,9
in,O,2
our,O,3
opinion,O,7
is,O,2
to,O,2
know,O,4
how,O,3
agreement,B,9
is,O,2
reached,O,7
in,O,2
the,O,3
first,O,5
place,O,5
and,O,3
what,O,4
factors,O,7
influence,O,9
coder,B,5
agreement,I,9
as,O,2
part,O,4
of,O,2
the,O,3
annotation,B,10
process,O,7
or,O,2
setting,O,7
",",O,1
as,O,2
this,O,4
knowledge,O,9
can,O,3
provide,O,7
concrete,O,8
guidelines,O,10
for,O,3
the,O,3
planning,O,8
and,O,3
set,O,3
-,O,1
up,O,2
of,O,2
annotation,O,10
projects,O,8
.,O,1
To,O,2
investigate,O,11
whether,O,7
there,O,5
are,O,3
factors,O,7
that,O,4
consistently,O,12
impact,O,6
annotator,B,9
agreement,O,9
we,O,2
conducted,O,9
a,O,1
meta,B,4
-,I,1
analytic,I,8
investigation,I,13
of,O,2
annotation,B,10
studies,O,7
reporting,O,9
agreement,O,9
percentages,O,11
.,O,1
Our,O,3
meta,B,4
-,I,1
analysis,I,8
synthesized,O,11
factors,O,7
reported,O,8
in,O,2
96,O,2
annotation,B,10
studies,O,7
from,O,4
three,O,5
domains,O,7
(,O,1
word,B,4
-,I,1
sense,I,5
disambiguation,I,14
",",O,1
prosodic,B,8
transcriptions,I,14
",",O,1
and,O,3
phonetic,B,8
transcriptions,I,14
),O,1
and,O,3
was,O,3
based,O,5
on,O,2
a,O,1
total,O,5
of,O,2
346,O,3
agreement,O,9
indices,B,7
.,O,1
Our,O,3
analysis,O,8
identified,O,10
seven,O,5
factors,O,7
that,O,4
influence,O,9
reported,O,8
agreement,O,9
values,O,6
:,O,1
annotation,B,10
domain,I,6
",",O,1
number,O,6
of,O,2
categories,O,10
in,O,2
a,O,1
coding,B,6
scheme,I,6
",",O,1
number,O,6
of,O,2
annotators,B,10
in,O,2
a,O,1
project,O,7
",",O,1
whether,O,7
annotators,B,10
received,O,8
training,O,8
",",O,1
the,O,3
intensity,O,9
of,O,2
annotator,B,9
training,O,8
",",O,1
the,O,3
annotation,B,10
purpose,O,7
",",O,1
and,O,3
the,O,3
method,O,6
used,O,4
for,O,3
the,O,3
calculation,O,11
of,O,2
percentage,O,10
agreements,O,10
.,O,1
Based,O,5
on,O,2
our,O,3
results,O,7
we,O,2
develop,O,7
practical,O,9
recommendations,O,15
for,O,3
the,O,3
assessment,O,10
",",O,1
interpretation,O,14
",",O,1
calculation,O,11
",",O,1
and,O,3
reporting,O,9
of,O,2
coder,B,5
agreement,O,9
.,O,1
We,O,2
also,O,4
briefly,O,7
discuss,O,7
theoretical,O,11
implications,O,12
for,O,3
the,O,3
concept,O,7
of,O,2
annotation,B,10
quality,I,7
.,O,1
This,O,4
article,O,7
presents,O,8
our,O,3
work,O,4
on,O,2
constructing,O,12
a,O,1
corpus,B,6
of,O,2
news,O,4
articles,O,8
in,O,2
which,O,5
events,O,6
are,O,3
annotated,B,9
for,O,3
estimated,O,9
bounds,O,6
on,O,2
their,O,5
duration,O,8
",",O,1
and,O,3
automatically,O,13
learning,B,8
from,O,4
this,O,4
corpus,B,6
.,O,1
We,O,2
describe,O,8
the,O,3
annotation,B,10
guidelines,I,10
",",O,1
the,O,3
event,O,5
classes,O,7
we,O,2
categorized,O,11
to,O,2
reduce,O,6
gross,O,5
discrepancies,O,13
in,O,2
inter,B,5
-,I,1
annotator,I,9
judgments,I,9
",",O,1
and,O,3
our,O,3
use,O,3
of,O,2
normal,B,6
distributions,I,13
to,O,2
model,O,5
vague,O,5
and,O,3
implicit,O,8
temporal,O,8
information,O,11
and,O,3
to,O,2
measure,O,7
inter,B,5
-,I,1
annotator,I,9
agreement,I,9
for,O,3
these,O,5
event,O,5
duration,O,8
distributions,O,13
.,O,1
We,O,2
then,O,4
show,O,4
that,O,4
machine,B,7
learning,I,8
techniques,O,10
applied,O,7
to,O,2
this,O,4
data,O,4
can,O,3
produce,O,7
coarse,O,6
-,O,1
grained,O,7
event,O,5
duration,O,8
information,O,11
automatically,O,13
",",O,1
considerably,O,12
outperforming,B,13
a,O,1
baseline,B,8
and,O,3
approaching,O,11
human,O,5
performance,O,11
.,O,1
The,O,3
methods,O,7
described,O,9
here,O,4
should,O,6
be,O,2
applicable,O,10
to,O,2
other,O,5
kinds,O,5
of,O,2
vague,O,5
but,O,3
substantive,O,11
information,O,11
in,O,2
texts,O,5
.,O,1
Noun,B,4
phrases,I,7
(,O,1
nps,B,3
),O,1
are,O,3
a,O,1
crucial,O,7
part,O,4
of,O,2
natural,B,7
language,I,8
",",O,1
and,O,3
can,O,3
have,O,4
a,O,1
very,O,4
complex,O,7
structure,O,9
.,O,1
However,O,7
",",O,1
this,O,4
np,B,2
structure,I,9
is,O,2
largely,O,7
ignored,O,7
by,O,2
the,O,3
statistical,B,11
parsing,I,7
field,I,5
",",O,1
as,O,2
the,O,3
most,O,4
widely,O,6
used,O,4
corpus,B,6
is,O,2
not,O,3
annotated,B,9
with,O,4
it,O,2
.,O,1
This,O,4
lack,O,4
of,O,2
gold,B,4
-,I,1
standard,I,8
data,O,4
has,O,3
restricted,O,10
previous,O,8
efforts,O,7
to,O,2
parse,B,5
nps,B,3
",",O,1
making,O,6
it,O,2
impossible,O,10
to,O,2
perform,O,7
the,O,3
supervised,B,10
experiments,O,11
that,O,4
have,O,4
achieved,O,8
high,O,4
performance,O,11
in,O,2
so,O,2
many,O,4
Natural,B,7
Language,I,8
Processing,I,10
(,O,1
nlp,B,3
),O,1
tasks,O,5
.,O,1
We,O,2
comprehensively,O,15
solve,O,5
this,O,4
problem,O,7
by,O,2
manually,O,8
annotating,B,10
np,B,2
structure,O,9
for,O,3
the,O,3
entire,O,6
Wall,O,4
Street,O,6
Journal,O,7
section,O,7
of,O,2
the,O,3
Penn,B,4
Treebank,I,8
.,O,1
The,O,3
inter,B,5
-,I,1
annotator,I,9
agreement,I,9
scores,I,6
that,O,4
we,O,2
attain,O,6
dispel,O,6
the,O,3
belief,O,6
that,O,4
the,O,3
task,O,4
is,O,2
too,O,3
difficult,O,9
",",O,1
and,O,3
demonstrate,O,11
that,O,4
consistent,O,10
np,B,2
annotation,B,10
is,O,2
possible,O,8
.,O,1
Our,O,3
gold,B,4
-,I,1
standard,I,8
np,B,2
data,O,4
is,O,2
now,O,3
available,O,9
for,O,3
use,O,3
in,O,2
all,O,3
parsers,B,7
.,O,1
We,O,2
experiment,O,10
with,O,4
this,O,4
new,O,3
data,O,4
",",O,1
applying,O,8
the,O,3
Collins,B,7
(,O,1
2003,O,4
),O,1
parsing,I,7
model,I,5
",",O,1
and,O,3
find,O,4
that,O,4
its,O,3
recovery,B,8
of,O,2
np,B,2
structure,I,9
is,O,2
significantly,O,13
worse,O,5
than,O,4
its,O,3
overall,O,7
performance,O,11
.,O,1
The,O,3
parser,B,6
's,O,2
F,B,1
-,I,1
score,I,5
is,O,2
up,O,2
to,O,2
5.69,O,4
%,O,1
lower,O,5
than,O,4
a,O,1
baseline,B,8
that,O,4
uses,O,4
deterministic,B,13
rules,I,5
.,O,1
Through,O,7
much,O,4
experimentation,O,15
",",O,1
we,O,2
determine,O,9
that,O,4
this,O,4
result,O,6
is,O,2
primarily,O,9
caused,O,6
by,O,2
a,O,1
lack,O,4
of,O,2
lexical,B,7
information,I,11
.,O,1
To,O,2
solve,O,5
this,O,4
problem,O,7
we,O,2
construct,O,9
a,O,1
wide,O,4
-,O,1
coverage,O,8
",",O,1
large,O,5
-,O,1
scale,O,5
np,B,2
Bracketing,B,10
system,I,6
.,O,1
With,O,4
our,O,3
Penn,B,4
Treebank,I,8
data,I,4
set,O,3
",",O,1
which,O,5
is,O,2
orders,O,6
of,O,2
magnitude,O,9
larger,O,6
than,O,4
those,O,5
used,O,4
previously,O,10
",",O,1
we,O,2
build,O,5
a,O,1
supervised,B,10
model,I,5
that,O,4
achieves,O,8
excellent,O,9
results,O,7
.,O,1
Our,O,3
model,B,5
performs,O,8
at,O,2
93.8,O,4
%,O,1
F,B,1
-,I,1
score,I,5
on,O,2
the,O,3
simple,O,6
task,O,4
that,O,4
most,O,4
previous,O,8
work,O,4
has,O,3
undertaken,O,10
",",O,1
and,O,3
extends,O,7
to,O,2
bracket,B,7
longer,O,6
",",O,1
more,O,4
complex,O,7
nps,B,3
that,O,4
are,O,3
rarely,O,6
dealt,O,5
with,O,4
in,O,2
the,O,3
literature,O,10
.,O,1
We,O,2
attain,O,6
89.14,O,5
%,O,1
F,B,1
-,I,1
score,I,5
on,O,2
this,O,4
much,O,4
more,O,4
difficult,O,9
task,O,4
.,O,1
Finally,O,7
",",O,1
we,O,2
implement,O,9
a,O,1
post,B,4
-,I,1
processing,I,10
module,I,6
that,O,4
brackets,B,8
nps,B,3
identified,O,10
by,O,2
the,O,3
Bikel,O,5
(,O,1
2004,O,4
),O,1
parser,B,6
.,O,1
Our,O,3
np,B,2
Bracketing,B,10
model,I,5
includes,O,8
a,O,1
wide,O,4
variety,O,7
of,O,2
features,O,8
that,O,4
provide,O,7
the,O,3
lexical,B,7
information,O,11
that,O,4
was,O,3
missing,O,7
during,O,6
the,O,3
parser,B,6
experiments,O,11
",",O,1
and,O,3
as,O,2
a,O,1
result,O,6
",",O,1
we,O,2
outperform,B,10
the,O,3
parser,B,6
's,O,2
F,B,1
-,I,1
score,I,5
by,O,2
9.04,O,4
%,O,1
.,O,1
These,O,5
experiments,O,11
demonstrate,O,11
the,O,3
utility,O,7
of,O,2
the,O,3
corpus,B,6
",",O,1
and,O,3
show,O,4
that,O,4
many,O,4
nlp,B,3
applications,O,12
can,O,3
now,O,3
make,O,4
use,O,3
of,O,2
np,B,2
structure,I,9
.,O,1
Although,O,8
there,O,5
has,O,3
been,O,4
much,O,4
theoretical,O,11
work,O,4
on,O,2
using,O,5
various,O,7
information,O,11
status,O,6
distinctions,O,12
to,O,2
explain,O,7
the,O,3
form,O,4
of,O,2
references,O,10
in,O,2
written,O,7
text,O,4
",",O,1
there,O,5
have,O,4
been,O,4
few,O,3
studies,O,7
that,O,4
attempt,O,7
to,O,2
automatically,O,13
learn,O,5
these,O,5
distinctions,O,12
for,O,3
generating,O,10
references,O,10
in,O,2
the,O,3
context,O,7
of,O,2
computer,B,8
-,I,1
regenerated,I,11
text,I,4
.,O,1
In,O,2
this,O,4
article,O,7
",",O,1
we,O,2
present,O,7
a,O,1
model,B,5
for,O,3
generating,O,10
references,O,10
to,O,2
people,O,6
in,O,2
news,O,4
summaries,O,9
that,O,4
incorporates,O,12
insights,O,8
from,O,4
both,O,4
theory,O,6
and,O,3
a,O,1
corpus,B,6
analysis,I,8
of,O,2
human,O,5
written,O,7
summaries,O,9
.,O,1
In,O,2
particular,O,10
",",O,1
our,O,3
model,B,5
captures,O,8
how,O,3
two,O,3
properties,O,10
of,O,2
a,O,1
person,O,6
referred,O,8
to,O,2
in,O,2
the,O,3
summary,O,7
â,O,3
familiarity,O,11
to,O,2
the,O,3
reader,O,6
and,O,3
global,O,6
salience,O,8
in,O,2
the,O,3
news,O,4
story,O,5
â,O,3
affect,O,6
the,O,3
content,O,7
and,O,3
form,O,4
of,O,2
the,O,3
initial,O,7
reference,O,9
to,O,2
that,O,4
person,O,6
in,O,2
a,O,1
summary,O,7
.,O,1
We,O,2
demonstrate,O,11
that,O,4
these,O,5
two,O,3
distinctions,O,12
can,O,3
be,O,2
learned,O,7
from,O,4
a,O,1
typical,O,7
input,O,5
for,O,3
multi,B,5
-,I,1
document,I,8
summarization,I,13
and,O,3
that,O,4
they,O,4
can,O,3
be,O,2
used,O,4
to,O,2
make,O,4
regeneration,B,12
decisions,O,9
that,O,4
improve,O,7
the,O,3
quality,O,7
of,O,2
extractive,B,10
summaries,I,9
.,O,1
This,O,4
article,O,7
investigates,O,12
the,O,3
effects,O,7
of,O,2
different,O,9
degrees,O,7
of,O,2
contextual,B,10
granularity,I,11
on,O,2
language,B,8
model,I,5
performance,O,11
.,O,1
It,O,2
presents,O,8
a,O,1
new,O,3
language,B,8
model,I,5
that,O,4
combines,O,8
clustering,B,10
and,O,3
half,B,4
-,I,1
contextualization,I,17
",",O,1
a,O,1
novel,O,5
representation,O,14
of,O,2
contexts,B,8
.,O,1
Half,B,4
-,I,1
contextualization,I,17
is,O,2
based,O,5
on,O,2
the,O,3
half,B,4
-,I,1
context,I,7
hypothesis,I,10
that,O,4
states,O,6
that,O,4
the,O,3
distributional,B,14
characteristics,I,15
of,O,2
a,O,1
word,O,4
or,O,2
bigram,B,6
are,O,3
best,O,4
represented,O,11
by,O,2
treating,O,8
its,O,3
context,B,7
distribution,I,12
to,O,2
the,O,3
left,O,4
and,O,3
right,O,5
separately,O,10
and,O,3
that,O,4
only,O,4
directionally,B,13
relevant,I,8
distributional,B,14
information,I,11
should,O,6
be,O,2
used,O,4
.,O,1
Clustering,B,10
is,O,2
achieved,O,8
using,O,5
a,O,1
new,O,3
clustering,B,10
algorithm,B,9
for,O,3
class,B,5
-,I,1
based,I,5
language,B,8
models,I,6
that,O,4
compares,O,8
favorably,O,9
to,O,2
the,O,3
exchange,B,8
algorithm,I,9
.,O,1
When,O,4
interpolated,O,12
with,O,4
a,O,1
Kneser,B,6
-,I,1
